/home/server/WSN-Projects/riot-exercises/RIOT/dist/tools/pyterm/pyterm -p "/dev/ttyACM0" -b "115200" -ln "/tmp/pyterm-server" -rn "2025-07-10_16.24.59-pkt_logger-feather-nrf52840-sense"  
2025-07-10 16:24:59,423 # Connect to serial port /dev/ttyACM0
Welcome to pyterm!
Type '/exit' to exit.
2025-07-10 16:25:00,428 # shell: command not found: r
> 2025-07-10 16:25:00,429 # 
> 2025-07-10 16:25:09,445 # main(): This is Rr
2025-07-10 16:25:09,446 # shell: command not found: main():
> 2025-07-10 16:25:09,446 # 
> 2025-07-10 16:25:09,446 # status
2025-07-10 16:25:09,447 # Targets (0):
2025-07-10 16:25:09,447 # Sender running: false
2025-07-10 16:53:43,644 # -72,84
2025-07-10 16:53:43,745 # -71,88
2025-07-10 16:53:43,847 # -71,88
2025-07-10 16:53:43,946 # -70,92
2025-07-10 16:53:44,046 # -71,88
2025-07-10 16:53:44,149 # -71,88
2025-07-10 16:53:44,247 # -71,88
2025-07-10 16:53:44,349 # -71,88
2025-07-10 16:53:44,450 # -71,88
2025-07-10 16:53:44,550 # -71,88
2025-07-10 16:53:44,651 # -71,88
2025-07-10 16:53:44,751 # -71,88
2025-07-10 16:53:44,852 # -71,88
2025-07-10 16:53:44,953 # -71,88
2025-07-10 16:53:45,053 # -71,88
2025-07-10 16:53:45,152 # -71,88
2025-07-10 16:53:45,253 # -71,88
2025-07-10 16:53:45,356 # -71,88
2025-07-10 16:53:45,456 # -71,88
2025-07-10 16:53:45,555 # -71,88
2025-07-10 16:53:45,655 # -71,88
2025-07-10 16:53:45,757 # -71,88
2025-07-10 16:53:45,857 # -71,88
2025-07-10 16:53:45,958 # -71,88
2025-07-10 16:53:46,058 # -72,84
2025-07-10 16:53:46,159 # -72,84
2025-07-10 16:53:46,260 # -71,88
2025-07-10 16:53:46,360 # -71,88
2025-07-10 16:53:46,461 # -70,92
2025-07-10 16:53:46,560 # -70,92
2025-07-10 16:53:46,662 # -71,88
2025-07-10 16:53:46,763 # -71,88
2025-07-10 16:53:46,863 # -72,84
2025-07-10 16:53:46,964 # -72,84
2025-07-10 16:53:47,064 # -72,84
2025-07-10 16:53:47,165 # -72,84
2025-07-10 16:53:47,264 # -72,84
2025-07-10 16:53:47,367 # -71,88
2025-07-10 16:53:47,467 # -72,84
2025-07-10 16:53:47,567 # -72,84
2025-07-10 16:53:47,668 # -71,88
2025-07-10 16:53:47,767 # -71,88
2025-07-10 16:53:47,867 # -72,84
2025-07-10 16:53:47,968 # -72,84
2025-07-10 16:53:48,069 # -72,84
2025-07-10 16:53:48,176 # -72,84
2025-07-10 16:53:48,270 # -72,84
2025-07-10 16:53:48,373 # -72,84
2025-07-10 16:53:48,471 # -72,84
2025-07-10 16:53:48,574 # -72,84
2025-07-10 16:53:48,673 # -72,84
2025-07-10 16:53:48,773 # -72,84
2025-07-10 16:53:48,873 # -71,88
2025-07-10 16:53:48,976 # -71,88
2025-07-10 16:53:49,080 # -71,88
2025-07-10 16:53:49,177 # -71,88
2025-07-10 16:53:49,278 # -71,88
2025-07-10 16:53:49,281 # -71,88
2025-07-10 16:53:49,377 # -72,84
2025-07-10 16:53:49,479 # -72,84
2025-07-10 16:53:49,579 # -72,84
2025-07-10 16:53:49,680 # -72,84
2025-07-10 16:53:49,781 # -72,84
2025-07-10 16:53:49,881 # -72,84
2025-07-10 16:53:49,982 # -72,84
2025-07-10 16:53:50,081 # -72,84
2025-07-10 16:53:50,183 # -72,84
2025-07-10 16:53:50,281 # -73,80
2025-07-10 16:53:50,384 # -72,84
2025-07-10 16:53:50,484 # -73,80
2025-07-10 16:53:50,584 # -73,80
2025-07-10 16:53:50,684 # -73,80
2025-07-10 16:53:50,785 # -73,80
2025-07-10 16:53:50,887 # -73,80
2025-07-10 16:53:50,987 # -73,80
2025-07-10 16:53:51,087 # -73,80
2025-07-10 16:53:51,188 # -73,80
2025-07-10 16:53:51,290 # -73,80
2025-07-10 16:53:51,293 # -73,80
2025-07-10 16:53:51,388 # -73,80
2025-07-10 16:53:51,489 # -73,80
2025-07-10 16:53:51,589 # -73,80
2025-07-10 16:53:51,691 # -73,80
2025-07-10 16:53:51,794 # -73,80
2025-07-10 16:53:51,890 # -73,80
2025-07-10 16:53:51,991 # -73,80
2025-07-10 16:53:52,098 # -72,84
2025-07-10 16:53:52,193 # -72,84
2025-07-10 16:53:52,294 # -72,84
2025-07-10 16:53:52,394 # -72,84
2025-07-10 16:53:52,494 # -72,84
2025-07-10 16:53:52,595 # -72,84
2025-07-10 16:53:52,697 # -72,84
2025-07-10 16:53:52,796 # -72,84
2025-07-10 16:53:52,897 # -72,84
2025-07-10 16:53:52,998 # -72,84
2025-07-10 16:53:53,099 # -72,84
2025-07-10 16:53:53,198 # -71,88
2025-07-10 16:53:53,304 # -72,84
2025-07-10 16:53:53,401 # -72,84
2025-07-10 16:53:53,500 # -72,84
2025-07-10 16:53:53,602 # -72,84
2025-07-10 16:53:53,700 # -72,84
2025-07-10 16:53:53,801 # -72,84
2025-07-10 16:53:53,903 # -73,80
2025-07-10 16:53:54,002 # -73,80
2025-07-10 16:53:54,104 # -73,80
2025-07-10 16:53:54,206 # -73,80
2025-07-10 16:53:54,305 # -73,80
2025-07-10 16:53:54,410 # -73,80
2025-07-10 16:53:54,507 # -73,80
2025-07-10 16:53:54,607 # -74,76
2025-07-10 16:53:54,707 # -73,80
2025-07-10 16:53:54,809 # -74,76
2025-07-10 16:53:54,816 # -73,80
2025-07-10 16:53:54,908 # -73,80
2025-07-10 16:53:55,008 # -73,80
2025-07-10 16:53:55,109 # -72,84
2025-07-10 16:53:55,213 # -72,84
2025-07-10 16:53:55,312 # -72,84
2025-07-10 16:53:55,411 # -72,84
2025-07-10 16:53:55,512 # -72,84
2025-07-10 16:53:55,613 # -73,80
2025-07-10 16:53:55,714 # -72,84
2025-07-10 16:53:55,813 # -72,84
2025-07-10 16:53:55,915 # -72,84
2025-07-10 16:53:56,015 # -73,80
2025-07-10 16:53:56,115 # -72,84
2025-07-10 16:53:56,215 # -73,80
2025-07-10 16:53:56,315 # -72,84
2025-07-10 16:53:56,417 # -72,84
2025-07-10 16:53:56,519 # -72,84
2025-07-10 16:53:56,617 # -72,84
2025-07-10 16:53:56,718 # -72,84
2025-07-10 16:53:56,820 # -72,84
2025-07-10 16:53:56,921 # -73,80
2025-07-10 16:53:57,021 # -74,76
2025-07-10 16:53:57,120 # -73,80
2025-07-10 16:53:57,222 # -72,84
2025-07-10 16:53:57,322 # -71,88
2025-07-10 16:53:57,325 # -71,88
2025-07-10 16:53:57,423 # -72,84
2025-07-10 16:53:57,522 # -73,80
2025-07-10 16:53:57,624 # -75,72
2025-07-10 16:53:57,725 # -75,72
2025-07-10 16:53:57,833 # -75,72
2025-07-10 16:53:57,926 # -74,76
2025-07-10 16:53:58,027 # -75,72
2025-07-10 16:53:58,128 # -75,72
2025-07-10 16:53:58,226 # -75,72
2025-07-10 16:53:58,328 # -75,72
2025-07-10 16:53:58,428 # -75,72
2025-07-10 16:53:58,528 # -76,68
2025-07-10 16:53:58,629 # -75,72
2025-07-10 16:53:58,729 # -75,72
2025-07-10 16:53:58,829 # -74,76
2025-07-10 16:53:58,930 # -74,76
2025-07-10 16:53:59,032 # -74,76
2025-07-10 16:53:59,132 # -74,76
2025-07-10 16:53:59,232 # -73,80
2025-07-10 16:53:59,334 # -73,80
2025-07-10 16:53:59,435 # -73,80
2025-07-10 16:53:59,534 # -73,80
2025-07-10 16:53:59,636 # -74,76
2025-07-10 16:53:59,736 # -75,72
2025-07-10 16:53:59,837 # -75,72
2025-07-10 16:53:59,937 # -76,68
2025-07-10 16:54:00,037 # -76,68
2025-07-10 16:54:00,137 # -76,68
2025-07-10 16:54:00,238 # -75,72
2025-07-10 16:54:00,339 # -75,72
2025-07-10 16:54:00,445 # -74,76
2025-07-10 16:54:00,541 # -74,76
2025-07-10 16:54:00,640 # -74,76
2025-07-10 16:54:00,742 # -74,76
2025-07-10 16:54:00,842 # -74,76
2025-07-10 16:54:00,949 # -74,76
2025-07-10 16:54:01,043 # -73,80
2025-07-10 16:54:01,143 # -73,80
2025-07-10 16:54:01,245 # -72,84
2025-07-10 16:54:01,344 # -72,84
2025-07-10 16:54:01,445 # -72,84
2025-07-10 16:54:01,546 # -71,88
2025-07-10 16:54:01,646 # -72,84
2025-07-10 16:54:01,746 # -71,88
2025-07-10 16:54:01,849 # -71,88
2025-07-10 16:54:01,951 # -71,88
2025-07-10 16:54:02,054 # -71,88
2025-07-10 16:54:02,150 # -71,88
2025-07-10 16:54:02,250 # -71,88
2025-07-10 16:54:02,349 # -71,88
2025-07-10 16:54:02,450 # -72,84
2025-07-10 16:54:02,552 # -72,84
2025-07-10 16:54:02,652 # -73,80
2025-07-10 16:54:02,752 # -73,80
2025-07-10 16:54:02,853 # -73,80
2025-07-10 16:54:02,953 # -73,80
2025-07-10 16:54:03,055 # -72,84
2025-07-10 16:54:03,156 # -72,84
2025-07-10 16:54:03,255 # -72,84
2025-07-10 16:54:03,356 # -72,84
2025-07-10 16:54:03,456 # -72,84
2025-07-10 16:54:03,558 # -72,84
2025-07-10 16:54:03,656 # -71,88
2025-07-10 16:54:03,757 # -71,88
2025-07-10 16:54:03,858 # -71,88
2025-07-10 16:54:03,958 # -71,88
2025-07-10 16:54:04,059 # -71,88
2025-07-10 16:54:04,160 # -71,88
2025-07-10 16:54:04,262 # -71,88
2025-07-10 16:54:04,361 # -70,92
2025-07-10 16:54:04,462 # -70,92
2025-07-10 16:54:04,564 # -71,88
2025-07-10 16:54:04,664 # -70,92
2025-07-10 16:54:04,763 # -70,92
2025-07-10 16:54:04,864 # -70,92
2025-07-10 16:54:04,965 # -70,92
2025-07-10 16:54:05,071 # -70,92
2025-07-10 16:54:05,166 # -70,92
2025-07-10 16:54:05,266 # -70,92
2025-07-10 16:54:05,368 # -70,92
2025-07-10 16:54:05,468 # -70,92
2025-07-10 16:54:05,569 # -70,92
2025-07-10 16:54:05,669 # -70,92
2025-07-10 16:54:05,769 # -70,92
2025-07-10 16:54:05,871 # -70,92
2025-07-10 16:54:05,971 # -70,92
2025-07-10 16:54:06,073 # -70,92
2025-07-10 16:54:06,172 # -70,92
2025-07-10 16:54:06,274 # -70,92
2025-07-10 16:54:06,373 # -70,92
2025-07-10 16:54:06,474 # -71,88
2025-07-10 16:54:06,574 # -71,88
2025-07-10 16:54:06,674 # -71,88
2025-07-10 16:54:06,775 # -70,92
2025-07-10 16:54:06,877 # -70,92
2025-07-10 16:54:06,978 # -70,92
2025-07-10 16:54:07,078 # -70,92
2025-07-10 16:54:07,177 # -70,92
2025-07-10 16:54:07,278 # -70,92
2025-07-10 16:54:07,380 # -70,92
2025-07-10 16:54:07,479 # -70,92
2025-07-10 16:54:07,581 # -70,92
2025-07-10 16:54:07,681 # -70,92
2025-07-10 16:54:07,781 # -71,88
2025-07-10 16:54:07,881 # -70,92
2025-07-10 16:54:07,983 # -71,88
2025-07-10 16:54:08,083 # -72,84
2025-07-10 16:54:08,183 # -73,80
2025-07-10 16:54:08,283 # -73,80
2025-07-10 16:54:08,384 # -72,84
2025-07-10 16:54:08,492 # -72,84
2025-07-10 16:54:08,591 # -72,84
2025-07-10 16:54:08,686 # -71,88
2025-07-10 16:54:08,787 # -71,88
2025-07-10 16:54:08,888 # -71,88
2025-07-10 16:54:08,989 # -71,88
2025-07-10 16:54:09,089 # -72,84
2025-07-10 16:54:09,189 # -72,84
2025-07-10 16:54:09,291 # -72,84
2025-07-10 16:54:09,391 # -72,84
2025-07-10 16:54:09,491 # -72,84
2025-07-10 16:54:09,592 # -72,84
2025-07-10 16:54:09,596 # -72,84
2025-07-10 16:54:09,693 # -72,84
2025-07-10 16:54:09,791 # -71,88
2025-07-10 16:54:09,894 # -71,88
2025-07-10 16:54:09,899 # -72,84
2025-07-10 16:54:09,995 # -71,88
2025-07-10 16:54:10,094 # -71,88
2025-07-10 16:54:10,195 # -71,88
2025-07-10 16:54:10,296 # -71,88
2025-07-10 16:54:10,397 # -71,88
2025-07-10 16:54:10,497 # -71,88
2025-07-10 16:54:10,598 # -71,88
2025-07-10 16:54:10,698 # -72,84
2025-07-10 16:54:10,798 # -71,88
2025-07-10 16:54:10,900 # -71,88
2025-07-10 16:54:11,000 # -71,88
2025-07-10 16:54:11,100 # -71,88
2025-07-10 16:54:11,199 # -71,88
2025-07-10 16:54:11,301 # -72,84
2025-07-10 16:54:11,402 # -71,88
2025-07-10 16:54:11,503 # -72,84
2025-07-10 16:54:11,602 # -72,84
2025-07-10 16:54:11,702 # -72,84
2025-07-10 16:54:11,804 # -71,88
2025-07-10 16:54:11,904 # -70,92
2025-07-10 16:54:12,004 # -71,88
2025-07-10 16:54:12,105 # -70,92
2025-07-10 16:54:12,206 # -70,92
2025-07-10 16:54:12,306 # -70,92
2025-07-10 16:54:12,406 # -71,88
2025-07-10 16:54:12,507 # -70,92
2025-07-10 16:54:12,607 # -70,92
2025-07-10 16:54:12,710 # -71,88
2025-07-10 16:54:12,810 # -71,88
2025-07-10 16:54:12,910 # -71,88
2025-07-10 16:54:13,011 # -71,88
2025-07-10 16:54:13,110 # -72,84
2025-07-10 16:54:13,211 # -72,84
2025-07-10 16:54:13,313 # -71,88
2025-07-10 16:54:13,413 # -71,88
2025-07-10 16:54:13,514 # -72,84
2025-07-10 16:54:13,613 # -72,84
2025-07-10 16:54:13,713 # -72,84
2025-07-10 16:54:13,815 # -70,92
2025-07-10 16:54:13,916 # -70,92
2025-07-10 16:54:14,016 # -70,92
2025-07-10 16:54:14,117 # -70,92
2025-07-10 16:54:14,218 # -70,92
2025-07-10 16:54:14,318 # -70,92
2025-07-10 16:54:14,418 # -70,92
2025-07-10 16:54:14,519 # -70,92
2025-07-10 16:54:14,621 # -69,96
2025-07-10 16:54:14,719 # -69,96
2025-07-10 16:54:14,820 # -70,92
2025-07-10 16:54:14,922 # -70,92
2025-07-10 16:54:15,022 # -70,92
2025-07-10 16:54:15,122 # -69,96
2025-07-10 16:54:15,223 # -70,92
2025-07-10 16:54:15,323 # -70,92
2025-07-10 16:54:15,424 # -70,92
2025-07-10 16:54:15,523 # -70,92
2025-07-10 16:54:15,624 # -70,92
2025-07-10 16:54:15,728 # -70,92
2025-07-10 16:54:15,826 # -70,92
2025-07-10 16:54:15,927 # -70,92
2025-07-10 16:54:16,027 # -70,92
2025-07-10 16:54:16,129 # -70,92
2025-07-10 16:54:16,229 # -70,92
2025-07-10 16:54:16,329 # -71,88
2025-07-10 16:54:16,430 # -70,92
2025-07-10 16:54:16,533 # -70,92
2025-07-10 16:54:16,630 # -70,92
2025-07-10 16:54:16,732 # -70,92
2025-07-10 16:54:16,832 # -70,92
2025-07-10 16:54:16,933 # -70,92
2025-07-10 16:54:17,032 # -70,92
2025-07-10 16:54:17,135 # -70,92
2025-07-10 16:54:17,233 # -70,92
2025-07-10 16:54:17,335 # -70,92
2025-07-10 16:54:17,437 # -69,96
2025-07-10 16:54:17,536 # -69,96
2025-07-10 16:54:17,637 # -69,96
2025-07-10 16:54:17,737 # -69,96
2025-07-10 16:54:17,839 # -69,96
2025-07-10 16:54:17,938 # -69,96
2025-07-10 16:54:18,039 # -69,96
2025-07-10 16:54:18,140 # -69,96
2025-07-10 16:54:18,239 # -69,96
2025-07-10 16:54:18,341 # -69,96
2025-07-10 16:54:18,440 # -69,96
2025-07-10 16:54:18,541 # -69,96
2025-07-10 16:54:18,643 # -69,96
2025-07-10 16:54:18,742 # -69,96
2025-07-10 16:54:18,843 # -70,92
2025-07-10 16:54:18,943 # -70,92
2025-07-10 16:54:19,045 # -70,92
2025-07-10 16:54:19,145 # -69,96
2025-07-10 16:54:19,244 # -70,92
2025-07-10 16:54:19,347 # -70,92
2025-07-10 16:54:19,448 # -70,92
2025-07-10 16:54:19,547 # -70,92
2025-07-10 16:54:19,647 # -70,92
2025-07-10 16:54:19,747 # -70,92
2025-07-10 16:54:19,849 # -70,92
2025-07-10 16:54:19,950 # -70,92
2025-07-10 16:54:20,051 # -71,88
2025-07-10 16:54:20,157 # -71,88
2025-07-10 16:54:20,250 # -70,92
2025-07-10 16:54:20,351 # -71,88
2025-07-10 16:54:20,452 # -71,88
2025-07-10 16:54:20,552 # -71,88
2025-07-10 16:54:20,652 # -71,88
2025-07-10 16:54:20,754 # -70,92
2025-07-10 16:54:20,855 # -70,92
2025-07-10 16:54:20,956 # -70,92
2025-07-10 16:54:21,056 # -70,92
2025-07-10 16:54:21,155 # -70,92
2025-07-10 16:54:21,262 # -70,92
2025-07-10 16:54:21,357 # -69,96
2025-07-10 16:54:21,458 # -69,96
2025-07-10 16:54:21,559 # -70,92
2025-07-10 16:54:21,659 # -70,92
2025-07-10 16:54:21,760 # -70,92
2025-07-10 16:54:21,859 # -71,88
2025-07-10 16:54:21,962 # -71,88
2025-07-10 16:54:22,060 # -72,84
2025-07-10 16:54:22,162 # -71,88
2025-07-10 16:54:22,262 # -70,92
2025-07-10 16:54:22,363 # -70,92
2025-07-10 16:54:22,464 # -70,92
2025-07-10 16:54:22,564 # -70,92
2025-07-10 16:54:22,666 # -70,92
2025-07-10 16:54:22,765 # -70,92
2025-07-10 16:54:22,866 # -71,88
2025-07-10 16:54:22,967 # -71,88
2025-07-10 16:54:23,075 # -71,88
2025-07-10 16:54:23,167 # -71,88
2025-07-10 16:54:23,269 # -72,84
2025-07-10 16:54:23,369 # -71,88
2025-07-10 16:54:23,469 # -72,84
2025-07-10 16:54:23,571 # -72,84
2025-07-10 16:54:23,671 # -72,84
2025-07-10 16:54:23,771 # -72,84
2025-07-10 16:54:23,872 # -72,84
2025-07-10 16:54:23,972 # -72,84
2025-07-10 16:54:24,072 # -72,84
2025-07-10 16:54:24,173 # -72,84
2025-07-10 16:54:24,274 # -72,84
2025-07-10 16:54:24,374 # -72,84
2025-07-10 16:54:24,476 # -72,84
2025-07-10 16:54:24,577 # -71,88
2025-07-10 16:54:24,675 # -72,84
2025-07-10 16:54:24,777 # -72,84
2025-07-10 16:54:24,877 # -72,84
2025-07-10 16:54:24,978 # -72,84
2025-07-10 16:54:25,078 # -72,84
2025-07-10 16:54:25,180 # -72,84
2025-07-10 16:54:25,280 # -73,80
2025-07-10 16:54:25,379 # -72,84
2025-07-10 16:54:25,480 # -72,84
2025-07-10 16:54:25,581 # -72,84
2025-07-10 16:54:25,683 # -72,84
2025-07-10 16:54:25,783 # -73,80
2025-07-10 16:54:25,882 # -73,80
2025-07-10 16:54:25,984 # -72,84
2025-07-10 16:54:26,085 # -72,84
2025-07-10 16:54:26,186 # -72,84
2025-07-10 16:54:26,285 # -72,84
2025-07-10 16:54:26,386 # -72,84
2025-07-10 16:54:26,486 # -72,84
2025-07-10 16:54:26,587 # -72,84
2025-07-10 16:54:26,687 # -72,84
2025-07-10 16:54:26,789 # -72,84
2025-07-10 16:54:26,889 # -72,84
2025-07-10 16:54:26,990 # -72,84
2025-07-10 16:54:27,089 # -72,84
2025-07-10 16:54:27,191 # -72,84
2025-07-10 16:54:27,292 # -72,84
2025-07-10 16:54:27,392 # -72,84
2025-07-10 16:54:27,493 # -72,84
2025-07-10 16:54:27,593 # -72,84
2025-07-10 16:54:27,694 # -72,84
2025-07-10 16:54:27,793 # -72,84
2025-07-10 16:54:27,895 # -73,80
2025-07-10 16:54:27,995 # -73,80
2025-07-10 16:54:28,094 # -73,80
2025-07-10 16:54:28,196 # -73,80
2025-07-10 16:54:28,296 # -73,80
2025-07-10 16:54:28,398 # -73,80
2025-07-10 16:54:28,497 # -73,80
2025-07-10 16:54:28,599 # -73,80
2025-07-10 16:54:28,699 # -72,84
2025-07-10 16:54:28,799 # -73,80
2025-07-10 16:54:28,900 # -72,84
2025-07-10 16:54:29,004 # -73,80
2025-07-10 16:54:29,102 # -73,80
2025-07-10 16:54:29,201 # -73,80
2025-07-10 16:54:29,303 # -72,84
2025-07-10 16:54:29,403 # -72,84
2025-07-10 16:54:29,504 # -72,84
2025-07-10 16:54:29,604 # -72,84
2025-07-10 16:54:29,710 # -72,84
2025-07-10 16:54:29,806 # -72,84
2025-07-10 16:54:29,905 # -72,84
2025-07-10 16:54:30,007 # -71,88
2025-07-10 16:54:30,107 # -72,84
2025-07-10 16:54:30,207 # -71,88
2025-07-10 16:54:30,308 # -71,88
2025-07-10 16:54:30,409 # -71,88
2025-07-10 16:54:30,508 # -71,88
2025-07-10 16:54:30,609 # -71,88
2025-07-10 16:54:30,710 # -70,92
2025-07-10 16:54:30,714 # -70,92
2025-07-10 16:54:30,811 # -71,88
2025-07-10 16:54:30,912 # -71,88
2025-07-10 16:54:31,012 # -71,88
2025-07-10 16:54:31,017 # -71,88
2025-07-10 16:54:31,113 # -71,88
2025-07-10 16:54:31,213 # -70,92
2025-07-10 16:54:31,313 # -71,88
2025-07-10 16:54:31,414 # -71,88
2025-07-10 16:54:31,515 # -71,88
2025-07-10 16:54:31,615 # -71,88
2025-07-10 16:54:31,717 # -71,88
2025-07-10 16:54:31,815 # -71,88
2025-07-10 16:54:31,921 # -71,88
2025-07-10 16:54:32,017 # -71,88
2025-07-10 16:54:32,123 # -71,88
2025-07-10 16:54:32,222 # -71,88
2025-07-10 16:54:32,318 # -71,88
2025-07-10 16:54:32,421 # -71,88
2025-07-10 16:54:32,520 # -70,92
2025-07-10 16:54:32,621 # -70,92
2025-07-10 16:54:32,720 # -71,88
2025-07-10 16:54:32,727 # -71,88
2025-07-10 16:54:32,730 # -71,88
2025-07-10 16:54:32,826 # -71,88
2025-07-10 16:54:32,923 # -71,88
2025-07-10 16:54:33,023 # -70,92
2025-07-10 16:54:33,124 # -71,88
2025-07-10 16:54:33,224 # -71,88
2025-07-10 16:54:33,325 # -71,88
2025-07-10 16:54:33,425 # -71,88
2025-07-10 16:54:33,525 # -70,92
2025-07-10 16:54:33,625 # -70,92
2025-07-10 16:54:33,728 # -70,92
2025-07-10 16:54:33,829 # -70,92
2025-07-10 16:54:33,929 # -71,88
2025-07-10 16:54:34,029 # -70,92
2025-07-10 16:54:34,129 # -70,92
2025-07-10 16:54:34,230 # -70,92
2025-07-10 16:54:34,330 # -71,88
2025-07-10 16:54:34,431 # -71,88
2025-07-10 16:54:34,530 # -71,88
2025-07-10 16:54:34,632 # -71,88
2025-07-10 16:54:34,733 # -71,88
2025-07-10 16:54:34,832 # -72,84
2025-07-10 16:54:34,933 # -72,84
2025-07-10 16:54:35,035 # -72,84
2025-07-10 16:54:35,142 # -72,84
2025-07-10 16:54:35,235 # -73,80
2025-07-10 16:54:35,340 # -72,84
2025-07-10 16:54:35,436 # -73,80
2025-07-10 16:54:35,536 # -74,76
2025-07-10 16:54:35,637 # -74,76
2025-07-10 16:54:35,737 # -74,76
2025-07-10 16:54:35,839 # -73,80
2025-07-10 16:54:35,939 # -73,80
2025-07-10 16:54:36,041 # -74,76
2025-07-10 16:54:36,141 # -74,76
2025-07-10 16:54:36,247 # -74,76
2025-07-10 16:54:36,348 # -74,76
2025-07-10 16:54:36,443 # -73,80
2025-07-10 16:54:36,543 # -72,84
2025-07-10 16:54:36,548 # -72,84
2025-07-10 16:54:36,643 # -72,84
2025-07-10 16:54:36,744 # -72,84
2025-07-10 16:54:36,844 # -72,84
2025-07-10 16:54:36,946 # -71,88
2025-07-10 16:54:37,048 # -72,84
2025-07-10 16:54:37,149 # -71,88
2025-07-10 16:54:37,246 # -71,88
2025-07-10 16:54:37,346 # -71,88
2025-07-10 16:54:37,449 # -72,84
2025-07-10 16:54:37,549 # -72,84
2025-07-10 16:54:37,554 # -72,84
2025-07-10 16:54:37,648 # -72,84
2025-07-10 16:54:37,749 # -72,84
2025-07-10 16:54:37,855 # -72,84
2025-07-10 16:54:37,950 # -71,88
2025-07-10 16:54:38,052 # -72,84
2025-07-10 16:54:38,152 # -71,88
2025-07-10 16:54:38,254 # -71,88
2025-07-10 16:54:38,352 # -71,88
2025-07-10 16:54:38,454 # -71,88
2025-07-10 16:54:38,561 # -70,92
2025-07-10 16:54:38,566 # -71,88
2025-07-10 16:54:38,656 # -71,88
2025-07-10 16:54:38,757 # -71,88
2025-07-10 16:54:38,863 # -70,92
2025-07-10 16:54:38,957 # -70,92
2025-07-10 16:54:39,057 # -70,92
2025-07-10 16:54:39,158 # -70,92
2025-07-10 16:54:39,260 # -70,92
2025-07-10 16:54:39,359 # -70,92
2025-07-10 16:54:39,460 # -70,92
2025-07-10 16:54:39,561 # -70,92
2025-07-10 16:54:39,661 # -70,92
2025-07-10 16:54:39,762 # -71,88
2025-07-10 16:54:39,861 # -71,88
2025-07-10 16:54:39,963 # -72,84
2025-07-10 16:54:40,062 # -72,84
2025-07-10 16:54:40,164 # -72,84
2025-07-10 16:54:40,263 # -71,88
2025-07-10 16:54:40,364 # -72,84
2025-07-10 16:54:40,465 # -72,84
2025-07-10 16:54:40,566 # -71,88
2025-07-10 16:54:40,666 # -71,88
2025-07-10 16:54:40,766 # -71,88
2025-07-10 16:54:40,867 # -71,88
2025-07-10 16:54:40,968 # -71,88
2025-07-10 16:54:41,069 # -71,88
2025-07-10 16:54:41,170 # -71,88
2025-07-10 16:54:41,269 # -71,88
2025-07-10 16:54:41,370 # -71,88
2025-07-10 16:54:41,472 # -71,88
2025-07-10 16:54:41,571 # -72,84
2025-07-10 16:54:41,673 # -71,88
2025-07-10 16:54:41,772 # -71,88
2025-07-10 16:54:41,878 # -71,88
2025-07-10 16:54:41,975 # -72,84
2025-07-10 16:54:42,074 # -71,88
2025-07-10 16:54:42,176 # -70,92
2025-07-10 16:54:42,280 # -70,92
2025-07-10 16:54:42,377 # -71,88
2025-07-10 16:54:42,486 # -70,92
2025-07-10 16:54:42,576 # -71,88
2025-07-10 16:54:42,679 # -71,88
2025-07-10 16:54:42,779 # -71,88
2025-07-10 16:54:42,880 # -71,88
2025-07-10 16:54:42,978 # -71,88
2025-07-10 16:54:43,081 # -71,88
2025-07-10 16:54:43,180 # -71,88
2025-07-10 16:54:43,282 # -72,84
2025-07-10 16:54:43,382 # -72,84
2025-07-10 16:54:43,484 # -73,80
2025-07-10 16:54:43,584 # -73,80
2025-07-10 16:54:43,684 # -73,80
2025-07-10 16:54:43,785 # -72,84
2025-07-10 16:54:43,885 # -73,80
2025-07-10 16:54:43,991 # -73,80
2025-07-10 16:54:44,086 # -73,80
2025-07-10 16:54:44,187 # -73,80
2025-07-10 16:54:44,290 # -73,80
2025-07-10 16:54:44,389 # -73,80
2025-07-10 16:54:44,488 # -74,76
2025-07-10 16:54:44,592 # -74,76
2025-07-10 16:54:44,688 # -74,76
2025-07-10 16:54:44,790 # -73,80
2025-07-10 16:54:44,890 # -71,88
2025-07-10 16:54:44,990 # -71,88
2025-07-10 16:54:45,093 # -71,88
2025-07-10 16:54:45,098 # -71,88
2025-07-10 16:54:45,192 # -71,88
2025-07-10 16:54:45,294 # -72,84
2025-07-10 16:54:45,393 # -71,88
2025-07-10 16:54:45,495 # -72,84
2025-07-10 16:54:45,595 # -72,84
2025-07-10 16:54:45,600 # -72,84
2025-07-10 16:54:45,695 # -72,84
2025-07-10 16:54:45,795 # -71,88
2025-07-10 16:54:45,897 # -72,84
2025-07-10 16:54:45,997 # -71,88
2025-07-10 16:54:46,097 # -70,92
2025-07-10 16:54:46,101 # -70,92
2025-07-10 16:54:46,197 # -71,88
2025-07-10 16:54:46,298 # -70,92
2025-07-10 16:54:46,398 # -71,88
2025-07-10 16:54:46,500 # -70,92
2025-07-10 16:54:46,600 # -70,92
2025-07-10 16:54:46,702 # -70,92
2025-07-10 16:54:46,805 # -71,88
2025-07-10 16:54:46,906 # -70,92
2025-07-10 16:54:47,002 # -70,92
2025-07-10 16:54:47,103 # -70,92
2025-07-10 16:54:47,211 # -70,92
